PERMNO,date,SHRCD,EXCHCD,PERMCO,DLPRC,DLRET,RET,SHROUT
89468,2015-05-18,73,4,37493,,,-0.016778,50100
89468,2015-05-19,73,4,37493,,,-0.008867,50100
89468,2015-05-20,73,4,37493,,,0.001688,50100
89468,2015-05-21,73,4,37493,,,0.013986,50100
89468,2015-05-22,73,4,37493,,,0.000415,50100
89468,2015-05-26,73,4,37493,,,0.017110,50100
89468,2015-05-27,73,4,37493,,,0.002286,50100
89468,2015-05-28,73,4,37493,,,-0.002444,50100
89468,2015-05-29,73,4,37493,,,0.002205,40600
89468,2015-06-01,73,4,37493,,,-0.010722,40600
89468,2015-06-02,73,4,37493,,,-0.013952,40600
89468,2015-06-03,73,4,37493,,,-0.016075,40600
89468,2015-06-04,73,4,37493,,,0.013019,40600
89468,2015-06-05,73,4,37493,,,-0.012180,40600
89468,2015-06-08,73,4,37493,,,-0.001105,40600
89468,2015-06-09,73,4,37493,,,-0.007917,40600
89468,2015-06-10,73,4,37493,,,-0.008752,40600
89468,2015-06-11,73,4,37493,,,0.021035,40600
89468,2015-06-12,73,4,37493,,,0.000000,40600
89468,2015-06-15,73,4,37493,,,0.001611,40600
89468,2015-06-16,73,4,37493,,,0.007872,40600
89468,2015-06-17,73,4,37493,,,-0.007727,40600
89468,2015-06-18,73,4,37493,,,-0.004909,40600
89468,2015-06-19,73,4,37493,,,0.012843,40600
89468,2015-06-22,73,4,37493,,,-0.020406,40600
89468,2015-06-23,73,4,37493,,,-0.006001,40600
89468,2015-06-24,73,4,37493,,,0.008624,40600
89468,2015-06-25,73,4,37493,,,-0.003506,40600
89468,2015-06-26,73,4,37493,,,-0.011241,40600
89468,2015-06-29,73,4,37493,,,0.026469,40600
89468,2015-06-30,73,4,37493,,,-0.006933,38600
89468,2015-07-01,73,4,37493,,,-0.013467,38600
89468,2015-07-02,73,4,37493,,,0.003287,38600
89468,2015-07-06,73,4,37493,,,0.018534,38600
89468,2015-07-07,73,4,37493,,,0.009395,38600
89468,2015-07-08,73,4,37493,,,0.008637,38600
89468,2015-07-09,73,4,37493,,,-0.019702,38600
89468,2015-07-10,73,4,37493,,,-0.015858,38600
89468,2015-07-13,73,4,37493,,,-0.003102,38600
89468,2015-07-14,73,4,37493,,,0.003285,38600
89468,2015-07-15,73,4,37493,,,0.010597,38600
89468,2015-07-16,73,4,37493,,,0.006905,38600
89468,2015-07-17,73,4,37493,,,0.005165,38600
89468,2015-07-20,73,4,37493,,,-0.004212,38600
89468,2015-07-21,73,4,37493,,,0.005414,38600
89468,2015-07-22,73,4,37493,,,0.006226,38600
89468,2015-07-23,73,4,37493,,,0.012458,38600
89468,2015-07-24,73,4,37493,,,0.002478,38600
89468,2015-07-27,73,4,37493,,,0.005355,38600
89468,2015-07-28,73,4,37493,,,-0.007293,38600
89468,2015-07-29,73,4,37493,,,-0.003714,38600
89468,2015-07-30,73,4,37493,,,0.007705,38600
89468,2015-07-31,73,4,37493,,,0.007400,40800
89468,2015-08-03,73,4,37493,,,0.010507,40800
89468,2015-08-04,73,4,37493,,,-0.007932,40800
89468,2015-08-05,73,4,37493,,,-0.007506,40800
89468,2015-08-06,73,4,37493,,,0.008878,40800
89468,2015-08-07,73,4,37493,,,0.013118,40800
89468,2015-08-10,73,4,37493,,,-0.012385,40800
89468,2015-08-11,73,4,37493,,,0.015879,40800
89468,2015-08-12,73,4,37493,,,-0.005451,40800
89468,2015-08-13,73,4,37493,,,-0.003224,40800
89468,2015-08-14,73,4,37493,,,0.002345,40800
89468,2015-08-17,73,4,37493,,,0.004518,40800
89468,2015-08-18,73,4,37493,,,-0.007870,40800
89468,2015-08-19,73,4,37493,,,0.009875,40800
89468,2015-08-20,73,4,37493,,,0.010099,40800
89468,2015-08-21,73,4,37493,,,0.003015,40800
89468,2015-08-24,73,4,37493,,,-0.000316,40800
89468,2015-08-25,73,4,37493,,,-0.016065,40800
89468,2015-08-26,73,4,37493,,,-0.019303,40800
89468,2015-08-27,73,4,37493,,,0.000574,40800
89468,2015-08-28,73,4,37493,,,0.002951,40800
89468,2015-08-31,73,4,37493,,,-0.007682,44900
89468,2015-09-01,73,4,37493,,,0.007187,44900
89468,2015-09-02,73,4,37493,,,-0.008604,44900
89468,2015-09-03,73,4,37493,,,0.004877,44900
89468,2015-09-04,73,4,37493,,,0.009131,44900
89468,2015-09-08,73,4,37493,,,-0.014754,44900
89468,2015-09-09,73,4,37493,,,0.004798,44900
89468,2015-09-10,73,4,37493,,,-0.006752,44900
89468,2015-09-11,73,4,37493,,,0.006300,44900
89468,2015-09-14,73,4,37493,,,0.001565,44900
89468,2015-09-15,73,4,37493,,,-0.019164,44900
89468,2015-09-16,73,4,37493,,,-0.003774,44900
89468,2015-09-17,73,4,37493,,,0.012205,44900
89468,2015-09-18,73,4,37493,,,0.015385,44900
89468,2015-09-21,73,4,37493,,,-0.016298,44900
89468,2015-09-22,73,4,37493,,,0.013904,44900
89468,2015-09-23,73,4,37493,,,-0.000082,44900
89468,2015-09-24,73,4,37493,,,0.006816,44900
89468,2015-09-25,73,4,37493,,,-0.008646,44900
89468,2015-09-28,73,4,37493,,,0.017114,44900
89468,2015-09-29,73,4,37493,,,0.002831,44900
89468,2015-09-30,73,4,37493,,,-0.003469,51900
89468,2015-10-01,73,4,37493,,,0.004260,51900
89468,2015-10-02,73,4,37493,,,0.006058,51900
89468,2015-10-05,73,4,37493,,,-0.013568,51900
89468,2015-10-06,73,4,37493,,,0.004313,51900
89468,2015-10-07,73,4,37493,,,-0.003323,51900
89468,2015-10-08,73,4,37493,,,-0.008375,51900
89468,2015-10-09,73,4,37493,,,0.002624,51900
89468,2015-10-12,73,4,37493,,,0.007605,51900
89468,2015-10-13,73,4,37493,,,0.001704,51900
89468,2015-10-14,73,4,37493,,,0.008751,51900
89468,2015-10-15,73,4,37493,,,-0.004900,51900
89468,2015-10-16,73,4,37493,,,0.000323,51900
89468,2015-10-19,73,4,37493,,,-0.002744,51900
89468,2015-10-20,73,4,37493,,,-0.006149,51900
89468,2015-10-21,73,4,37493,,,0.009932,51900
89468,2015-10-22,73,4,37493,,,0.001693,51900
89468,2015-10-23,73,4,37493,,,-0.008531,51900
89468,2015-10-26,73,4,37493,,,0.006656,51900
89468,2015-10-27,73,4,37493,,,0.002500,51900
89468,2015-10-28,73,4,37493,,,-0.004022,51900
89468,2015-10-29,73,4,37493,,,-0.015909,51900
89468,2015-10-30,73,4,37493,,,0.007550,54700
89468,2015-11-02,73,4,37493,,,-0.004589,54700
89468,2015-11-03,73,4,37493,,,-0.008200,54700
89468,2015-11-04,73,4,37493,,,0.001157,54700
89468,2015-11-05,73,4,37493,,,-0.002643,54700
89468,2015-11-06,73,4,37493,,,-0.014656,54700
89468,2015-11-09,73,4,37493,,,-0.005630,54700
89468,2015-11-10,73,4,37493,,,0.002958,54700
89468,2015-11-11,73,4,37493,,,-0.002107,54700
89468,2015-11-12,73,4,37493,,,0.004813,54700
89468,2015-11-13,73,4,37493,,,0.005714,54700
89468,2015-11-16,73,4,37493,,,-0.000919,54700
89468,2015-11-17,73,4,37493,,,0.001673,54700
89468,2015-11-18,73,4,37493,,,0.002087,54700
89468,2015-11-19,73,4,37493,,,0.006666,54700
89468,2015-11-20,73,4,37493,,,-0.003062,54700
89468,2015-11-23,73,4,37493,,,0.003072,54700
89468,2015-11-24,73,4,37493,,,-0.000083,54700
89468,2015-11-25,73,4,37493,,,0.002318,54700
89468,2015-11-27,73,4,37493,,,-0.000991,54700
89468,2015-11-30,73,4,37493,,,0.003968,50700
89468,2015-12-01,73,4,37493,,,0.013475,50700
89468,2015-12-02,73,4,37493,,,0.000326,50700
89468,2015-12-03,73,4,37493,,,-0.027183,50700
89468,2015-12-04,73,4,37493,,,0.008784,50700
89468,2015-12-07,73,4,37493,,,0.009703,50700
89468,2015-12-08,73,4,37493,,,0.000493,50700
89468,2015-12-09,73,4,37493,,,-0.001067,50700
89468,2015-12-10,73,4,37493,,,0.001315,50700
89468,2015-12-11,73,4,37493,,,0.015758,50700
89468,2015-12-14,73,4,37493,,,-0.012928,50700
89468,2015-12-15,73,4,37493,,,-0.005894,50700
89468,2015-12-16,73,4,37493,,,-0.002141,50700
89468,2015-12-17,73,4,37493,,,0.011306,50700
89468,2015-12-18,73,4,37493,,,0.005549,50700
89468,2015-12-21,73,4,37493,,,-0.000243,50700
89468,2015-12-22,73,4,37493,,,-0.007224,50700
89468,2015-12-23,73,4,37493,,,-0.007522,50700
89468,2015-12-24,73,4,37493,,,0.005717,50700
89468,2015-12-28,73,4,37493,,,0.002955,50700
89468,2015-12-29,73,4,37493,,,-0.016613,50700
89468,2015-12-30,73,4,37493,,,-0.000999,50700
89468,2015-12-31,73,4,37493,,,0.004499,50600
89468,2016-01-04,73,4,37493,,,0.007215,50600
89468,2016-01-05,73,4,37493,,,-0.004035,50600
89468,2016-01-06,73,4,37493,,,0.013476,50600
89468,2016-01-07,73,4,37493,,,0.001795,50600
89468,2016-01-08,73,4,37493,,,0.004478,50600
89468,2016-01-11,73,4,37493,,,-0.010944,50600
89468,2016-01-12,73,4,37493,,,0.014425,50600
89468,2016-01-13,73,4,37493,,,0.009857,50600
89468,2016-01-14,73,4,37493,,,-0.009361,50600
89468,2016-01-15,73,4,37493,,,0.015603,50600
89468,2016-01-19,73,4,37493,,,-0.003117,50600
89468,2016-01-20,73,4,37493,,,0.010530,50600
89468,2016-01-21,73,4,37493,,,-0.006789,50600
89468,2016-01-22,73,4,37493,,,-0.003815,50600
89468,2016-01-25,73,4,37493,,,0.005425,50600
89468,2016-01-26,73,4,37493,,,0.000476,50600
89468,2016-01-27,73,4,37493,,,-0.000238,50600
89468,2016-01-28,73,4,37493,,,0.001428,50600
89468,2016-01-29,73,4,37493,,,0.008477,64100
89468,2016-02-01,73,4,37493,,,-0.003056,64000
89468,2016-02-02,73,3,37493,,,0.018552,66000
89468,2016-02-03,73,3,37493,,,-0.008293,66400
89468,2016-02-04,73,3,37493,,,0.004846,67000
89468,2016-02-05,73,3,37493,,,0.001167,67800
89468,2016-02-08,73,3,37493,,,0.021520,68500
89468,2016-02-09,73,3,37493,,,0.001065,70400
89468,2016-02-10,73,3,37493,,,0.008812,70900
89468,2016-02-11,73,3,37493,,,0.007004,73100
89468,2016-02-12,73,3,37493,,,-0.016602,72800
89468,2016-02-16,73,3,37493,,,-0.010570,73300
89468,2016-02-17,73,3,37493,,,-0.006149,74300
89468,2016-02-18,73,3,37493,,,0.012296,74900
89468,2016-02-19,73,3,37493,,,0.000802,74800
89468,2016-02-22,73,3,37493,,,-0.000496,74400
89468,2016-02-23,73,3,37493,,,0.004048,74800
89468,2016-02-24,73,3,37493,,,-0.001978,74800
89468,2016-02-25,73,3,37493,,,0.003582,74300
89468,2016-02-26,73,3,37493,,,-0.009645,74400
89468,2016-02-29,73,3,37493,,,0.004371,73600
89468,2016-03-01,73,3,37493,,,-0.017572,73800
89468,2016-03-02,73,3,37493,,,0.004127,74300
89468,2016-03-03,73,3,37493,,,0.003644,74100
89468,2016-03-04,73,3,37493,,,-0.006413,73600
89468,2016-03-07,73,3,37493,,,-0.000311,74300
89468,2016-03-08,73,3,37493,,,0.011045,73600
89468,2016-03-09,73,3,37493,,,-0.006078,73400
89468,2016-03-10,73,3,37493,,,-0.004102,74900
89468,2016-03-11,73,3,37493,,,-0.010104,75200
89468,2016-03-14,73,3,37493,,,0.003141,75200
89468,2016-03-15,73,3,37493,,,0.000939,75800
89468,2016-03-16,73,3,37493,,,0.002972,76200
89468,2016-03-17,73,3,37493,,,0.004132,76900
89468,2016-03-18,73,3,37493,,,0.002096,77500
89468,2016-03-21,73,3,37493,,,-0.007671,77400
89468,2016-03-22,73,3,37493,,,-0.000234,80400
89468,2016-03-23,73,3,37493,,,0.011325,78600
89468,2016-03-24,73,3,37493,,,0.000386,76700
89468,2016-03-28,73,3,37493,,,0.001312,76000
89468,2016-03-29,73,3,37493,,,0.010485,75400
89468,2016-03-30,73,3,37493,,,-0.010529,75400
89468,2016-03-31,73,3,37493,,,0.007094,75400
89468,2016-04-01,73,3,37493,,,0.002606,74600
89468,2016-04-04,73,3,37493,,,0.000612,75300
89468,2016-04-05,73,3,37493,,,0.010936,74000
89468,2016-04-06,73,3,37493,,,-0.007262,73900
89468,2016-04-07,73,3,37493,,,0.012345,73700
89468,2016-04-08,73,3,37493,,,-0.006323,73500
89468,2016-04-11,73,3,37493,,,-0.001288,72900
89468,2016-04-12,73,3,37493,,,-0.006902,72700
89468,2016-04-13,73,3,37493,,,0.003513,72300
89468,2016-04-14,73,3,37493,,,-0.004795,72300
89468,2016-04-15,73,3,37493,,,0.008565,71700
89468,2016-04-18,73,3,37493,,,-0.004322,70800
89468,2016-04-19,73,3,37493,,,-0.003122,71100
89468,2016-04-20,73,3,37493,,,-0.011001,70900
89468,2016-04-21,73,3,37493,,,-0.005948,68000
89468,2016-04-22,73,3,37493,,,-0.002564,68100
89468,2016-04-25,73,3,37493,,,-0.004129,68100
89468,2016-04-26,73,3,37493,,,-0.004537,67700
89468,2016-04-27,73,3,37493,,,0.009980,67900
89468,2016-04-28,73,3,37493,,,0.004124,68800
89468,2016-04-29,73,3,37493,,,0.002557,69000
89468,2016-05-02,73,3,37493,,,-0.010047,69000
89468,2016-05-03,73,3,37493,,,0.012596,68500
89468,2016-05-04,73,3,37493,,,0.005486,65500
89468,2016-05-05,73,3,37493,,,0.006685,64600
89468,2016-05-06,73,3,37493,,,-0.004274,63400
89468,2016-05-09,73,3,37493,,,0.003143,62700
89468,2016-05-10,73,3,37493,,,0.000076,63200
89468,2016-05-11,73,3,37493,,,0.005655,65200
89468,2016-05-12,73,3,37493,,,-0.004559,64800
89468,2016-05-13,73,3,37493,,,0.009694,65300
89468,2016-05-16,73,3,37493,,,-0.008618,65500
89468,2016-05-17,73,3,37493,,,0.001678,65500
89468,2016-05-18,73,3,37493,,,-0.014236,65300
89468,2016-05-19,73,3,37493,,,0.004325,65000
89468,2016-05-20,73,3,37493,,,0.000769,64400
89468,2016-05-23,73,3,37493,,,0.002228,63800
89468,2016-05-24,73,3,37493,,,-0.004447,65600
89468,2016-05-25,73,3,37493,,,-0.003773,65500
89468,2016-05-26,73,3,37493,,,0.005179,65400
89468,2016-05-27,73,3,37493,,,-0.001461,64900
89468,2016-05-31,73,3,37493,,,0.002387,62600
89468,2016-06-01,73,3,37493,,,0.004051,63400
89468,2016-06-02,73,3,37493,,,0.007208,63700
89468,2016-06-03,73,3,37493,,,0.014236,64700
89468,2016-06-06,73,3,37493,,,-0.007431,65400
89468,2016-06-07,73,3,37493,,,0.002420,65900
89468,2016-06-08,73,3,37493,,,0.005356,65900
89468,2016-06-09,73,3,37493,,,0.006453,65800
89468,2016-06-10,73,3,37493,,,0.004846,65000
89468,2016-06-13,73,3,37493,,,0.004452,64800
89468,2016-06-14,73,3,37493,,,-0.000739,65000
89468,2016-06-15,73,3,37493,,,0.003844,64600
89468,2016-06-16,73,3,37493,,,0.004860,65000
89468,2016-06-17,73,3,37493,,,-0.006229,64600
89468,2016-06-20,73,3,37493,,,-0.010692,64600
89468,2016-06-21,73,3,37493,,,-0.004621,63900
89468,2016-06-22,73,3,37493,,,0.001647,65000
89468,2016-06-23,73,3,37493,,,-0.011438,66000
89468,2016-06-24,73,3,37493,,,0.026847,66500
89468,2016-06-27,73,3,37493,,,0.024967,66700
89468,2016-06-28,73,3,37493,,,0.002084,64300
89468,2016-06-29,73,3,37493,,,-0.007673,63300
89468,2016-06-30,73,3,37493,,,0.003685,64100
89468,2016-07-01,73,3,37493,,,0.013860,64200
89468,2016-07-05,73,3,37493,,,0.012520,64300
89468,2016-07-06,73,3,37493,,,0.001616,63900
89468,2016-07-07,73,3,37493,,,-0.000070,64500
89468,2016-07-08,73,3,37493,,,0.007366,63500
89468,2016-07-11,73,3,37493,,,-0.008774,63300
89468,2016-07-12,73,3,37493,,,-0.016439,62400
89468,2016-07-13,73,3,37493,,,0.011786,61900
89468,2016-07-14,73,3,37493,,,-0.014543,61400
89468,2016-07-15,73,3,37493,,,-0.008597,61400
89468,2016-07-18,73,3,37493,,,-0.000939,61400
89468,2016-07-19,73,3,37493,,,0.005642,61300
89468,2016-07-20,73,3,37493,,,-0.005466,61700
89468,2016-07-21,73,3,37493,,,0.002025,61500
89468,2016-07-22,73,3,37493,,,0.001732,61500
89468,2016-07-25,73,3,37493,,,-0.000721,61400
89468,2016-07-26,73,3,37493,,,0.001586,61700
89468,2016-07-27,73,3,37493,,,0.012453,61100
89468,2016-07-28,73,3,37493,,,-0.001849,60900
89468,2016-07-29,73,3,37493,,,0.008334,60900
89468,2016-08-01,73,3,37493,,,-0.010821,60000
89468,2016-08-02,73,3,37493,,,-0.010303,59700
89468,2016-08-03,73,3,37493,,,0.000578,59300
89468,2016-08-04,73,3,37493,,,0.007514,59000
89468,2016-08-05,73,3,37493,,,-0.010398,58800
89468,2016-08-08,73,3,37493,,,0.001884,58900
89468,2016-08-09,73,3,37493,,,0.009837,58700
89468,2016-08-10,73,3,37493,,,0.003868,58600
89468,2016-08-11,73,3,37493,,,-0.008918,58100
89468,2016-08-12,73,3,37493,,,0.008423,57900
89468,2016-08-15,73,3,37493,,,-0.009423,58200
89468,2016-08-16,73,3,37493,,,-0.002666,58200
89468,2016-08-17,73,3,37493,,,0.005998,57900
89468,2016-08-18,73,3,37493,,,0.001580,57800
89468,2016-08-19,73,3,37493,,,-0.005235,57900
89468,2016-08-22,73,3,37493,,,0.008435,57800
89468,2016-08-23,73,3,37493,,,0.001072,58700
89468,2016-08-24,73,3,37493,,,-0.002357,58500
89468,2016-08-25,73,3,37493,,,-0.003794,58300
89468,2016-08-26,73,3,37493,,,-0.005820,58300
89468,2016-08-29,73,3,37493,,,0.013371,57000
89468,2016-08-30,73,3,37493,,,-0.003851,56800
89468,2016-08-31,73,3,37493,,,0.001432,56300
89468,2016-09-01,73,3,37493,,,0.001102,55300
89468,2016-09-02,73,3,37493,,,-0.008156,54300
89468,2016-09-06,73,3,37493,,,0.007286,54300
89468,2016-09-07,73,3,37493,,,-0.000716,54700
89468,2016-09-08,73,3,37493,,,-0.012541,54700
89468,2016-09-09,73,3,37493,,,-0.016474,54100
89468,2016-09-12,73,3,37493,,,0.000516,54300
89468,2016-09-13,73,3,37493,,,-0.011358,55100
89468,2016-09-14,73,3,37493,,,0.001492,54600
89468,2016-09-15,73,3,37493,,,-0.004320,54700
89468,2016-09-16,73,3,37493,,,0.008080,54100
89468,2016-09-19,73,3,37493,,,-0.003265,54400
89468,2016-09-20,73,3,37493,,,0.003499,57000
89468,2016-09-21,73,3,37493,,,0.008087,56800
89468,2016-09-22,73,3,37493,,,0.007949,55200
89468,2016-09-23,73,3,37493,,,-0.000949,54500
89468,2016-09-26,73,3,37493,,,0.006359,53700
89468,2016-09-27,73,3,37493,,,0.007335,52100
89468,2016-09-28,73,3,37493,,,-0.002163,52500
89468,2016-09-29,73,3,37493,,,0.002529,53000
89468,2016-09-30,73,3,37493,,,-0.008937,52800
89468,2016-10-03,73,3,37493,,,-0.003294,51600
89468,2016-10-04,73,3,37493,,,-0.011695,51100
89468,2016-10-05,73,3,37493,,,-0.004659,50900
89468,2016-10-06,73,3,37493,,,-0.005573,50400
89468,2016-10-07,73,3,37493,,,0.000672,49700
89468,2016-10-10,73,3,37493,,,-0.005899,49700
89468,2016-10-11,73,3,37493,,,-0.002253,48800
89468,2016-10-12,73,3,37493,,,0.000979,49200
89468,2016-10-13,73,3,37493,,,0.003761,49200
89468,2016-10-14,73,3,37493,,,-0.014012,50900
89468,2016-10-17,73,3,37493,,,0.006383,50900
89468,2016-10-18,73,3,37493,,,0.003247,50100
89468,2016-10-19,73,3,37493,,,0.000828,49800
89468,2016-10-20,73,3,37493,,,0.001053,49000
89468,2016-10-21,73,3,37493,,,0.001502,48100
89468,2016-10-24,73,3,37493,,,-0.004351,46400
89468,2016-10-25,73,3,37493,,,0.002637,48000
89468,2016-10-26,73,3,37493,,,-0.006763,48000
89468,2016-10-27,73,3,37493,,,-0.010894,48900
89468,2016-10-28,73,3,37493,,,-0.002218,49400
89468,2016-10-31,73,3,37493,,,0.006133,50300
89468,2016-11-01,73,3,37493,,,0.000075,50600
89468,2016-11-02,73,3,37493,,,0.004351,50700
89468,2016-11-03,73,3,37493,,,-0.007676,50900
89468,2016-11-04,73,3,37493,,,0.008961,51000
89468,2016-11-07,73,3,37493,,,-0.008502,51600
89468,2016-11-08,73,3,37493,,,-0.004058,50200
89468,2016-11-09,73,3,37493,,,-0.042432,52200
89468,2016-11-10,73,3,37493,,,-0.014771,52500
89468,2016-11-11,73,3,37493,,,-0.005622,52000
89468,2016-11-14,73,3,37493,,,-0.005982,52200
89468,2016-11-15,73,3,37493,,,0.004946,51700
89468,2016-11-16,73,3,37493,,,0.009023,52100
89468,2016-11-17,73,3,37493,,,-0.014714,49900
89468,2016-11-18,73,3,37493,,,-0.002888,49400
89468,2016-11-21,73,3,37493,,,0.002482,49400
89468,2016-11-22,73,3,37493,,,-0.000330,47300
89468,2016-11-23,73,3,37493,,,-0.003881,46800
89468,2016-11-25,73,3,37493,,,0.001492,46800
89468,2016-11-28,73,3,37493,,,0.007366,47000
89468,2016-11-29,73,3,37493,,,0.004190,47000
89468,2016-11-30,73,3,37493,,,-0.016200,45900
89468,2016-12-01,73,3,37493,,,-0.010540,43800
89468,2016-12-02,73,3,37493,,,0.007328,44200
89468,2016-12-05,73,3,37493,,,-0.001087,44600
89468,2016-12-06,73,3,37493,,,-0.000753,44800
89468,2016-12-07,73,3,37493,,,0.008544,44700
89468,2016-12-08,73,3,37493,,,-0.011794,43600
89468,2016-12-09,73,3,37493,,,-0.012439,44200
89468,2016-12-12,73,3,37493,,,0.001872,42800
89468,2016-12-13,73,3,37493,,,0.003568,42800
89468,2016-12-14,73,3,37493,,,-0.011173,42600
89468,2016-12-15,73,3,37493,,,0.005051,43500
89468,2016-12-16,73,3,37493,,,-0.002300,44300
89468,2016-12-19,73,3,37493,,,0.010756,45700
89468,2016-12-20,73,3,37493,,,-0.004983,46700
89468,2016-12-21,73,3,37493,,,0.004414,46800
89468,2016-12-22,73,3,37493,,,-0.001787,47500
89468,2016-12-23,73,3,37493,,,0.002037,45900
89468,2016-12-27,73,3,37493,,,-0.003219,45800
89468,2016-12-28,73,3,37493,,,0.007309,44400
89468,2016-12-29,73,3,37493,,,0.003543,43900
89468,2016-12-30,73,3,37493,,,0.001513,43100
89468,2017-01-03,73,3,37493,,,0.004281,43800
89468,2017-01-04,73,3,37493,,,0.003845,43000
89468,2017-01-05,73,3,37493,,,0.015654,43800
89468,2017-01-06,73,3,37493,,,-0.009182,43400
89468,2017-01-09,73,3,37493,,,0.008026,45200
89468,2017-01-10,73,3,37493,,,-0.000657,45300
89468,2017-01-11,73,3,37493,,,0.003368,43500
89468,2017-01-12,73,3,37493,,,-0.002210,43600
89468,2017-01-13,73,3,37493,,,-0.004758,42800
89468,2017-01-17,73,3,37493,,,0.010469,42800
89468,2017-01-18,73,3,37493,,,-0.012808,43200
89468,2017-01-19,73,3,37493,,,-0.006859,40900
89468,2017-01-20,73,3,37493,,,-0.001997,41100
89468,2017-01-23,73,3,37493,,,0.010005,40400
89468,2017-01-24,73,3,37493,,,-0.006852,41700
89468,2017-01-25,73,3,37493,,,-0.012551,42200
89468,2017-01-26,73,3,37493,,,0.003367,42700
89468,2017-01-27,73,3,37493,,,0.003607,42800
89468,2017-01-30,73,3,37493,,,-0.003009,43700
89468,2017-01-31,73,3,37493,,,0.006959,44000
89468,2017-02-01,73,3,37493,,,-0.006169,44400
89468,2017-02-02,73,3,37493,,,-0.000420,44200
89468,2017-02-03,73,3,37493,,,-0.000420,44500
89468,2017-02-06,73,3,37493,,,0.006050,44500
89468,2017-02-07,73,3,37493,,,0.007350,44600
89468,2017-02-08,73,3,37493,,,0.013599,45000
89468,2017-02-09,73,3,37493,,,-0.011535,45900
89468,2017-02-10,73,3,37493,,,-0.000579,46500
89468,2017-02-13,73,3,37493,,,-0.003147,44000
89468,2017-02-14,73,3,37493,,,-0.007227,45000
89468,2017-02-15,73,3,37493,,,-0.004602,45600
89468,2017-02-16,73,3,37493,,,0.005464,45700
89468,2017-02-17,73,3,37493,,,0.005936,44900
89468,2017-02-21,73,3,37493,,,-0.001745,45400
89468,2017-02-22,73,3,37493,,,0.001665,47000
89468,2017-02-23,73,3,37493,,,0.002992,45200
89468,2017-02-24,73,3,37493,,,0.011105,45600
89468,2017-02-27,73,3,37493,,,-0.005901,45200
89468,2017-02-28,73,3,37493,,,0.003710,43200
89468,2017-03-01,73,3,37493,,,-0.016725,43600
89468,2017-03-02,73,3,37493,,,-0.003599,43800
89468,2017-03-03,73,3,37493,,,0.002604,43800
89468,2017-03-06,73,3,37493,,,-0.004776,46500
89468,2017-03-07,73,3,37493,,,-0.003031,46300
89468,2017-03-08,73,3,37493,,,-0.005404,46100
89468,2017-03-09,73,3,37493,,,-0.007981,46800
89468,2017-03-10,73,3,37493,,,0.003509,47000
89468,2017-03-13,73,3,37493,,,-0.006311,48500
89468,2017-03-14,73,3,37493,,,0.004806,51100
89468,2017-03-15,73,3,37493,,,0.012215,51500
89468,2017-03-16,73,3,37493,,,-0.005063,51200
89468,2017-03-17,73,3,37493,,,0.006276,51300
89468,2017-03-20,73,3,37493,,,0.004299,51900
89468,2017-03-21,73,3,37493,,,0.008309,54200
89468,2017-03-22,73,3,37493,,,0.003995,53800
89468,2017-03-23,73,3,37493,,,-0.001409,53500
89468,2017-03-24,73,3,37493,,,0.003570,53200
89468,2017-03-27,73,3,37493,,,0.004550,52800
89468,2017-03-28,73,3,37493,,,-0.006670,51800
89468,2017-03-29,73,3,37493,,,0.005969,50600
89468,2017-03-30,73,3,37493,,,-0.008076,46900
89468,2017-03-31,73,3,37493,,,0.002908,47100
89468,2017-04-03,73,3,37493,,,0.010062,50200
89468,2017-04-04,73,3,37493,,,-0.005424,50200
89468,2017-04-05,73,3,37493,,,0.003058,49800
89468,2017-04-06,73,3,37493,,,-0.001483,49800
89468,2017-04-07,73,3,37493,,,-0.004043,49500
89468,2017-04-10,73,3,37493,,,0.004639,49500
89468,2017-04-11,73,3,37493,,,0.009483,49400
89468,2017-04-12,73,3,37493,,,0.005473,50100
89468,2017-04-13,73,3,37493,,,0.003087,50100
89468,2017-04-17,73,3,37493,,,-0.003078,50500
89468,2017-04-18,73,3,37493,,,0.013080,50000
89468,2017-04-19,73,3,37493,,,-0.005453,50500
89468,2017-04-20,73,3,37493,,,-0.003870,51100
89468,2017-04-21,73,3,37493,,,0.000000,52700
89468,2017-04-24,73,3,37493,,,-0.004938,52800
89468,2017-04-25,73,3,37493,,,-0.012039,54200
89468,2017-04-26,73,3,37493,,,0.005517,54500
89468,2017-04-27,73,3,37493,,,-0.000328,54700
89468,2017-04-28,73,3,37493,,,0.002212,54500
89468,2017-05-01,73,3,37493,,,-0.008297,54500
89468,2017-05-02,73,3,37493,,,0.005121,54400
89468,2017-05-03,73,3,37493,,,0.000657,54200
89468,2017-05-04,73,3,37493,,,-0.004927,55300
89468,2017-05-05,73,3,37493,,,0.000908,54300
89468,2017-05-08,73,3,37493,,,-0.005442,54900
89468,2017-05-09,73,3,37493,,,-0.000083,54600
89468,2017-05-10,73,3,37493,,,-0.001161,55200
89468,2017-05-11,73,3,37493,,,0.000000,56000
89468,2017-05-12,73,3,37493,,,0.007553,55500
89468,2017-05-15,73,3,37493,,,-0.002719,55000
89468,2017-05-16,73,3,37493,,,0.003717,55900
89468,2017-05-17,73,3,37493,,,0.014567,55700
89468,2017-05-18,73,3,37493,,,0.001136,55000
89468,2017-05-19,73,3,37493,,,0.002350,54900
89468,2017-05-22,73,3,37493,,,-0.002748,54400
